Ticker,Name,Exchange,Sector,Industry,SCTR,Universe,Close,Volume
RWAY,Runway Growth Finance Corp.,NASD,Financial,Specialty Finance,75.1,sml,12.960,130717
RXST,RxSight Inc.,NASD,Health Care,Medical Supplies,78.1,sml,13.870,38367
RXT,Rackspace Technology Inc.,NASD,Technology,Computer Services,8.4,sml,2.370,770032
RYAM,Rayonier Advanced Materials Inc.,NYSE,Materials,Commodity Chemicals,97.2,sml,8.260,2269516
RZB,"Reinsurance Group of America, Inc.",NYSE,Financial,Reinsurance,61.3,sml,25.670,11121
SANA,Sana Biotechnology Inc.,NASD,Health Care,Biotechnology,13.7,sml,3.720,501329
SAR,Saratoga Investment Corp.,NYSE,Financial,Asset Managers,84.6,sml,27.700,84863
SB,Safe Bulkers Inc.,NYSE,Industrial,Marine Transportation,90.9,sml,3.765,851108
SBOW,"SilverBow Resources, Inc.",NYSE,Energy,Integrated Oil & Gas,24.1,sml,24.790,115985
SBT,"Sterling Bancorp, Inc.",NASD,Financial,Banks,66.8,sml,6.185,5885
SCM,Stellus Capital Investment Corp.,NYSE,Financial,Asset Managers,90.3,sml,15.878,102677
SCPL,SciPlay Corp.,NASD,Communication Services,Internet,87.6,sml,16.310,117069
SCSC,"ScanSource, Inc.",NASD,Technology,Computer Hardware,70.1,sml,31.370,28738
SCVL,"Shoe Carnival, Inc.",NASD,Consumer Discretionary,Apparel Retailers,72.7,sml,26.635,162826
SCWO,374Water Inc.,NASD,Industrial,Diversified Industrials,53.7,sml,3.275,51560
SCWX,SecureWorks Corp.,NASD,Technology,Computer Services,32.7,sml,7.625,8863
SD,"SandRidge Energy, Inc.",NYSE,Energy,Exploration & Production,27.5,sml,14.660,451354
SEAT,Vivid Seats Inc.,NASD,Communication Services,Internet,42.8,sml,7.730,140889
SENEA,Seneca Foods Corp.,NASD,Consumer Staples,Food Products,48.9,sml,55.690,37609
SENS,Senseonics Holdings Inc.,AMEX,Health Care,Medical Equipment,20.6,sml,1.015,737587
SFIX,"Stitch Fix, Inc.",NASD,Consumer Discretionary,Clothing & Accessories,32.4,sml,4.710,818326
SFST,"Southern First Bancshares, Inc.",NASD,Financial,Banks,39.3,sml,40.000,6566
SGHT,Sight Sciences Inc.,NASD,Health Care,Medical Equipment,84.3,sml,11.020,65088
SGMO,"Sangamo Therapeutics, Inc.",NASD,Health Care,Biotechnology,19.9,sml,3.045,1403657
SGU,Star Gas Partners L P,NYSE,Utilities,Gas Distribution,91.8,sml,12.520,53550
SHBI,Shore Bancshares Inc.,NASD,Financial,Banks,43.8,sml,17.130,26065
SI,Silvergate Capital Corp,NYSE,Financial,Banks,0.0,mid,14.100,5206852
SIBN,"SI Bone, Inc.",NASD,Health Care,Medical Equipment,92.0,sml,19.990,736649
SIGA,"SIGA Technologies, Inc.",NASD,Health Care,Biotechnology,16.5,sml,6.840,411064
SILV,SilverCrest Metals Inc.,AMEX,Materials,Nonferrous Metals,35.3,sml,5.435,582576
SIRE,Sisecam Resources LP,NYSE,Materials,General Mining,87.7,sml,25.155,35754
SJT,San Juan Basin Royalty Trust,NYSE,Energy,Exploration & Production,74.9,sml,10.898,894717
SKE,Skeena Resources Limited,NYSE,Materials,Gold Mining,40.1,sml,5.180,53540
SKYT,SkyWater Technology Inc.,NASD,Technology,Semiconductors,84.0,sml,13.130,1013107
SLDP,"Solid Power, Inc.",NASD,,,21.3,sml,3.460,1478107
SLGC,"SomaLogic, Inc.",NASD,,,15.2,sml,2.535,582789
SLI,Standard Lithium Ltd.,AMEX,,,37.3,sml,4.295,201651
SLP,"Simulations Plus, Inc.",NASD,Technology,Software,26.3,sml,38.225,55281
SLQT,SelectQuote Inc.,NYSE,Financial,Life Insurance,98.7,sml,2.318,1063293
SMBC,"Southern Missouri Bancorp, Inc.",NASD,Financial,Banks,44.8,sml,46.790,30881
SMBK,"SmartFinancial, Inc.",NASD,Financial,Banks,74.1,sml,27.450,7597
SMMF,Summit Financial Group Inc.,NASD,Financial,Banks,45.6,sml,25.520,2850
SMMT,Summit Therapeutics PLC,NASD,Health Care,Pharmaceuticals,46.4,sml,1.750,987977
SMRT,"SmartRent, Inc.",NYSE,Technology,Software,26.0,sml,2.605,612224
SMWB,Similarweb Ltd.,NYSE,Technology,Software,35.0,sml,6.515,148646
SNDL,Sundial Growers Inc.,NASD,Health Care,Pharmaceuticals,16.5,sml,1.870,5072439
SNRH,Senior Connect Acquisition Corp,NASD,,,61.2,sml,9.970,203
SOHU,Sohu.com Ltd.,NASD,Communication Services,Internet,32.3,sml,14.150,16912
SOR,"Source Capital, Inc.",NYSE,Financial,Asset Managers,65.4,sml,38.050,20733
SP,SP Plus Corp.,NASD,Consumer Discretionary,Special Consumer Services,52.2,sml,34.080,42624
SPFI,"South Plains Financial, Inc.",NASD,Financial,Banks,49.4,sml,26.400,31947
SPWH,"Sportsman's Warehouse Holdings, Inc.",NASD,Consumer Discretionary,Specialty Retailers,49.9,sml,9.090,123032
SRDX,"Surmodics, Inc.",NASD,Health Care,Medical Supplies,14.9,sml,21.930,49605
SRG,Seritage Growth Properties,NYSE,Real Estate,Diversified REITs,61.0,sml,12.110,158039
SRI,"Stoneridge, Inc.",NYSE,Consumer Discretionary,Auto Parts,84.7,sml,24.000,43038
SRRK,Scholar Rock Holding Corp.,NASD,Health Care,Biotechnology,28.9,sml,8.590,163446
SST,System1 Inc.,NYSE,Communication Services,Media Agencies,13.2,sml,4.385,39751
SSTI,"Shotspotter, Inc",NASD,Technology,Software,68.5,sml,34.430,25613
STAR,iStar Inc.,NYSE,Real Estate,Mortgage REITs,15.2,sml,7.700,497555
STK,"Columbia Seligman Premium Technology Growth Fund, Inc.",NYSE,,,70.8,sml,26.840,23835
STOK,Stoke Therapeutics Inc.,NASD,Health Care,Biotechnology,20.2,sml,8.900,43049
STR,Sitio Royalties Corp.,NYSE,Energy,Exploration & Production,36.2,sml,23.645,291158
STRO,Sutro Biopharma Inc.,NASD,Health Care,Biotechnology,31.1,sml,5.710,91974
SVFB,SVF Investment Corp.,NASD,,,,,10.190,2010
SVM,"Silvercorp Metals, Inc.",AMEX,Materials,Nonferrous Metals,81.1,sml,3.070,742615
SWBI,"Smith & Wesson Brands, Inc.",NASD,Industrial,Defense,40.6,sml,10.940,296676
SWIM,Latham Group Inc.,NASD,Industrial,Building Materials,11.2,sml,3.185,164120
SXC,SunCoke Energy Inc.,NYSE,Energy,Coal,91.5,sml,9.530,385966
TARS,Tarsus Pharmaceuticals Inc.,NASD,Health Care,Pharmaceuticals,56.2,sml,15.270,12105
TBI,True Blue Inc.,NYSE,Consumer Discretionary,Business Training Agencies,40.6,sml,18.780,60790
TBLA,Taboola.com Ltd.,NASD,,,52.6,sml,3.165,1712959
TBPH,"Theravance Biopharma, Inc.",NASD,Health Care,Pharmaceuticals,81.4,sml,10.805,391363
TCI,Transcontinental Realty Investors Inc.,NYSE,Real Estate,Real Estate Development,63.8,sml,44.250,313
TCPC,BlackRock TCP Capital Corp.,NASD,Financial,Asset Managers,35.1,sml,11.609,969721
TCVA,TCV Acquisition Corp.,NASD,,,70.9,sml,10.180,25218
TDF,Templeton Dragon Fund,NYSE,,,40.7,sml,10.550,63125
TEO,Telecom Argentina,NYSE,Communication Services,Mobile Telecommunications,78.9,sml,5.635,30894
TERN,Terns Pharmaceuticals Inc.,NASD,Health Care,Biotechnology,99.0,sml,10.115,175143
TG,Tredegar Corp.,NYSE,Materials,Specialty Chemicals,76.9,sml,11.610,61840
TGB,Taseko Mines Ltd.,AMEX,Materials,General Mining,90.5,sml,1.680,956944
THCH,TH International Ltd.,NASD,,,29.8,sml,4.695,102682
THFF,First Financial Corp. Indiana,NASD,Financial,Banks,54.6,sml,44.255,14015
THQ,Tekla Healthcare Opportunies Fund,NYSE,,,52.5,sml,18.935,106874
THRX,Theseus Pharmaceuticals Inc.,NASD,Health Care,Biotechnology,85.2,sml,9.500,42959
THW,Tekla World Healthcare Fund,NYSE,,,57.3,sml,14.000,82606
TIG,Trean Insurance Group Inc.,NASD,Financial,Insurance Brokers,88.0,sml,6.095,31639
TIGR,UP Fintech Holding Ltd.,NASD,Financial,Investment Services,37.8,sml,3.730,294705
TILE,"Interface, Inc.",NASD,Consumer Discretionary,Furnishings,23.4,sml,8.940,387517
TIPT,Tiptree Inc.,NASD,Financial,Property-Casualty Insurance,91.5,sml,16.280,49772
TK,Teekay Corp.,NYSE,Industrial,Marine Transportation,98.1,sml,6.210,1956396
TNGX,Tango Therapeutics Inc.,NASD,Health Care,Biotechnology,39.4,sml,5.180,51675
TNP,Tsakos Energy Navigation Ltd.,NYSE,Industrial,Marine Transportation,97.6,sml,23.770,439122
TPB,"Turning Point Brands, Inc.",NYSE,Consumer Staples,Tobacco,64.3,sml,23.540,112509
TPC,Tutor Perini Corp.,NYSE,Industrial,Heavy Construction,64.1,sml,8.180,79236
TPIC,"TPI Composites, Inc.",NASD,Technology,Renewable Energy Equipment,21.8,sml,11.205,3979395
TPVG,TriplePoint Venture Growth BDC Corp.,NYSE,Financial,Asset Managers,55.0,sml,11.870,163301
TRC,Tejon Ranch Co.,NYSE,Real Estate,Real Estate Development,80.9,sml,19.280,22512
TRDA,Entrada Therapeutics Inc.,NASD,Health Care,Biotechnology,36.0,sml,11.500,7995
TREE,"LendingTree, Inc.",NASD,Financial,Mortgage Finance,30.8,sml,32.900,359807
TRIN,Trinity Capital Inc.,NASD,Financial,Asset Managers,70.8,sml,13.450,130584
TRMR,Tremor International Ltd.,NASD,Communication Services,Media Agencies,43.3,sml,7.870,102544
TRNS,"Transmation, Inc.",NASD,Technology,Electronic Equipment,87.7,sml,89.770,42327
TROO,"TROOPS, Inc.",NASD,Technology,Electronic Equipment,92.7,sml,3.090,2738
TRST,TrustCo Bank Corp NY,NASD,Financial,Banks,81.7,sml,37.705,25789
TRTX,"TPG RE Finance Trust, Inc.",NYSE,Real Estate,Diversified REITs,61.8,sml,8.510,127812
TSP,TuSimple Holdings Inc.,NASD,Industrial,Trucking,5.4,sml,1.900,732243
TSVT,2seventy bio Inc.,NASD,Health Care,Pharmaceuticals,51.0,sml,13.500,134200
TTI,TETRA Technologies,NYSE,Energy,Oil Equipment & Services,37.3,sml,3.566,2051657
TWI,"Titan Intl, Inc.",NYSE,Consumer Discretionary,Tires,22.5,sml,12.025,2524919
TWOU,"2U, Inc.",NASD,Technology,Software,80.6,sml,9.030,527309
TYG,Tortoise Energy Infrastructure Corp.,NYSE,Financial,Asset Managers,46.8,sml,30.920,46491
TYRA,Tyra Biosciences Inc.,NASD,Health Care,Biotechnology,96.8,sml,12.190,9143
UBA,Urstadt Biddle Properties Inc.,NYSE,Real Estate,Retail REITs,55.1,sml,17.430,49127
UFCS,United Fire & Casualty Co.,NASD,Financial,Full Line Insurance,50.8,sml,28.560,16002
UHT,Universal Health Realty Income Trust,NYSE,Real Estate,Specialty REITs,72.9,sml,53.900,29753
UIS,Unisys Corp.,NYSE,Technology,Computer Services,14.5,sml,5.005,457987
ULH,"Universal Logistics Holdings, Inc.",NASD,Industrial,Trucking,32.3,sml,29.890,71725
UONE,"Urban One, Inc.",NASD,Communication Services,Entertainment,85.3,sml,6.815,20756
UPH,"UpHealth, Inc.",NYSE,Financial,Financial Administration,5.6,sml,2.130,54438
USOI,Credit Suisse AG - Credit Suisse X-Links Crude Oil Shares Covered Call ETN,NASD,,,,,80.750,57674
UTAA,UTA Acquisition Corp.,NASD,,,,,10.360,1131
UTMD,"Utah Medical Products, Inc.",NASD,Health Care,Medical Supplies,69.3,sml,92.150,4278
UVE,Universal Insurance Holdings Inc.,NYSE,Financial,Property-Casualty Insurance,98.9,sml,19.230,669044
UWMC,UWM Holdings Corporation,NYSE,Financial,Mortgage Finance,81.1,sml,4.235,852274
VALU,"Value Line, Inc.",NASD,Communication Services,Publishing,27.3,sml,51.750,1508
VAQC,Vector Acquisition Corp.,NASD,,,,,10.200,32240
VCV,Invesco California Value Municipal Income Trust,NYSE,,,45.4,sml,9.510,157893
VECT,VectivBio Holding AG,NASD,Health Care,Pharmaceuticals,94.3,sml,8.800,111
VEL,Velocity Financial Inc.,NYSE,Financial,Mortgage Finance,38.8,sml,9.800,7317
VERU,Veru Inc.,NASD,Consumer Staples,Personal Products,4.8,sml,3.950,1110883
VGM,Invesco Trust for Investment Grade Municipals,NYSE,,,47.3,sml,9.745,102875
VHI,"Valhi, Inc.",NYSE,Materials,Specialty Chemicals,26.6,sml,23.630,32079
VIGL,Vigil Neuroscience Inc.,NASD,Health Care,Biotechnology,,,11.930,9062
VINP,Vinci Partners Investments Ltd.,NASD,Financial,Asset Managers,62.3,sml,9.890,42196
VITL,Vital Farms Inc.,NASD,Consumer Staples,Food Products,83.6,sml,16.310,61182
VKI,Invesco Advantage Municipal Income Trust II,AMEX,,,49.8,sml,8.560,56656
VKQ,Invesco Municipal Trust,NYSE,,,45.4,sml,9.430,75472
VLD,Velo3D Inc.,NYSE,Technology,Computer Hardware,62.0,sml,3.195,945574
VLN,Valens Semiconductor Ltd,NYSE,Technology,Semiconductors,49.2,sml,4.590,297927
VMD,Viemed Healthcare Inc.,NASD,Health Care,Medical Equipment,95.7,sml,9.280,62895
VMEO,Vimeo Inc.,NASD,Technology,Software,16.8,sml,3.820,2540864
VMO,Invesco Municipal Opportunity Trust,NYSE,,,47.0,sml,9.450,85027
VNDA,Vanda Pharmaceuticals Inc.,NASD,Health Care,Pharmaceuticals,16.8,sml,6.475,160909
VNET,21Vianet Group Inc.,NASD,Communication Services,Internet,16.7,sml,3.980,1706162
VORB,"Virgin Orbit Holdings, Inc.",NASD,,,7.7,sml,1.410,136831
VPG,Vishay Precision Group Inc.,NYSE,Technology,Electrical Components,88.4,sml,43.780,58239
VRAY,"ViewRay, Inc.",NASD,Health Care,Medical Equipment,79.6,sml,4.350,994500
VRCA,Verrica Pharmaceuticals Inc.,NASD,Health Care,Pharmaceuticals,99.4,sml,8.050,299770
VREX,Varex Imaging Corp.,NASD,Health Care,Medical Equipment,29.3,sml,17.670,113631
VSEC,VSE Corp.,NASD,Industrial,Defense,92.1,sml,57.520,42845
VSTA,Vasta Platform Ltd.,NASD,Technology,Software,35.5,sml,4.030,720
VTEX,Vtex,NYSE,Technology,Software,31.9,sml,3.950,12502
VTNR,"Vertex Energy, Inc.",NASD,Industrial,Waste & Disposal Services,88.5,sml,9.235,10231620
VTOL,Bristow Group Inc.,NYSE,Energy,Oil Equipment & Services,45.5,sml,27.200,82412
VTRU,Vitru Ltd.,NASD,Communication Services,Internet,88.5,sml,23.000,3171
VVI,Viad Corp.,NYSE,Industrial,Business Support Services,27.0,sml,26.310,45331
VVR,Invesco Senior Income Trust,NYSE,,,79.5,sml,3.985,475852
WASH,"Washington Trust Bancorp, Inc.",NASD,Financial,Banks,36.6,sml,42.220,49043
WBX,Wallbox N.V,NYSE,Consumer Discretionary,Special Consumer Services,28.4,sml,5.710,244429
WEAV,Weave Communications Inc.,NYSE,Communication Services,Fixed Telecommunications,47.8,sml,5.240,50645
WHF,"WhiteHorse Finance, Inc.",NASD,Financial,Asset Managers,59.6,sml,13.320,16700
WISA,"Summit Wireless Technologies, Inc.",NASD,Technology,Semiconductors,,,4.500,67779
WISH,ContextLogic Inc.,NASD,Consumer Discretionary,Specialty Retailers,5.2,sml,0.495,33192485
WIW,Western Asset/Claymore US Treasury Inflation Protected Securities Fund 2,NYSE,,,44.3,sml,9.100,206981
WKHS,Workhorse Group Inc.,NASD,Consumer Discretionary,Automobiles,22.7,sml,2.025,2345062
WLFC,Willis Lease Finance Corp.,NASD,Industrial,Transportation Services,93.8,sml,58.650,4180
WRLD,World Acceptance Corp.,NASD,Financial,Consumer Finance,38.5,sml,94.340,27944
WSBF,Waterstone Financial,NASD,Financial,Banks,52.3,sml,16.200,26076
WSR,Whitestone REIT,NYSE,Real Estate,Diversified REITs,45.7,sml,9.515,450291
WTBA,"West Bancorporation, Inc.",NASD,Financial,Banks,40.9,sml,21.280,7856
WTTR,"Select Energy Services, Inc.",NYSE,Industrial,Diversified Industrials,42.4,sml,7.415,355982
WVE,Wave Life Sciences Ltd.,NASD,Health Care,Biotechnology,81.9,sml,4.200,440238
XPER,Xperi Holding Corp.,NYSE,Technology,Software,,,11.730,105268
XPOF,Xponential Fitness Inc.,NYSE,Consumer Discretionary,Recreational Services,89.7,sml,25.405,338114
YALA,Yalla Group Limited,NYSE,Technology,Software,56.1,sml,4.390,50875
YORW,York Water Co.,NASD,Utilities,Water,55.8,sml,43.660,30142
YSG,Yatsen Holding Ltd.,NYSE,Consumer Discretionary,Specialty Retailers,58.2,sml,1.440,1065063
ZEUS,"Olympic Steel, Inc.",NASD,Materials,Steel,98.3,sml,52.930,116962
ZFOX,"ZeroFox Holdings, Inc.",NASD,Technology,Software,7.2,sml,2.700,5046
ZTR,Virtus Global Dividend & Income Fund Inc.,NYSE,,,40.8,sml,6.485,138161
ZUMZ,Zumiez Inc.,NASD,Consumer Discretionary,Apparel Retailers,34.2,sml,23.255,187802
ZYME,Zymeworks Inc.,NASD,Health Care,Biotechnology,69.4,sml,8.150,242926
ZYXI,ZYNEX Inc.,NASD,Health Care,Medical Equipment,87.6,sml,12.935,94727
AAC,Ares Acquisition Corp.,NYSE,,,69.8,sml,10.230,6453
AAT,American Assets Trust Inc.,NYSE,Real Estate,Diversified REITs,38.4,sml,25.480,119315
AC,"Associated Capital Group, Inc.",NYSE,Financial,Investment Services,46.9,sml,36.830,10173
ACCD,Accolade Inc.,NASD,Technology,Software,58.9,sml,11.095,179817
ACEL,Accel Entertainment Inc,NYSE,Financial,Financial Administration,56.5,sml,9.220,46738
ACLX,Arcellx Inc.,NASD,Health Care,Pharmaceuticals,92.8,sml,28.060,126839
ACRS,"Aclaris Therapeutics, Inc.",NASD,Health Care,Biotechnology,23.2,sml,12.435,328639
ACVA,ACV Auctions Inc.,NASD,Technology,Software,95.1,sml,12.335,664134
ADEA,Adeia Inc.,NASD,Technology,Semiconductors,97.8,sml,9.855,196200
ADPT,Adaptive Biotechnologies Corp.,NASD,Health Care,Biotechnology,35.0,sml,8.540,341353
ADTN,"ADTRAN, Inc.",NASD,Technology,Telecom Equipment,33.5,sml,17.540,210535
ADUS,Addus HomeCare Corp.,NASD,Health Care,Health Care Providers,85.2,sml,109.430,108881
ADX,Adams Diversified Equity Fund Inc,NYSE,,,62.4,sml,15.370,129500
AEHR,Aehr Test Systems,NASD,Technology,Semiconductors,98.6,sml,33.750,784776
AFYA,Afya Ltd.,NASD,Consumer Discretionary,Business Training Agencies,27.3,sml,11.560,143883
AG,First Majestic Silver Corp.,NYSE,Materials,Gold Mining,3.6,mid,6.104,7894541
AGIO,"Agios Pharmaceuticals, Inc.",NASD,Health Care,Biotechnology,40.4,sml,25.620,473638
AGM,Federal Agricultural Mortgage,NYSE,Financial,Mortgage Finance,91.4,sml,142.430,70574
AGRO,Adecoagro SA,NYSE,Consumer Staples,Food Products,39.8,sml,8.055,703939
AHH,"Armada Hoffler Properties, Inc.",NYSE,Real Estate,Diversified REITs,71.2,sml,12.940,85399
AIR,AAR Corp.,NYSE,Industrial,Aerospace,88.8,sml,54.610,82536
AIV,Apartment Investment and Management Co.,NYSE,Real Estate,Residential REITs,48.6,sml,7.570,743099
AKO/A,Embotelladora Andina SA,NYSE,Consumer Staples,Soft Drinks,90.6,sml,12.068,639
AKO/B,Embotelladora Andina SA,NYSE,Consumer Staples,Soft Drinks,89.2,sml,14.890,56590
AKR,Acadia Realty Trust,NYSE,Real Estate,Retail REITs,46.5,sml,14.680,320608
ALBO,"Albireo Pharma, Inc.",NASD,Health Care,Biotechnology,99.1,sml,44.530,174060
ALEX,"Alexander & Baldwin, Inc.",NYSE,Real Estate,Real Estate Development,53.5,sml,18.600,99724
ALGT,Allegiant Travel Co.,NASD,Industrial,Airlines,82.9,sml,103.370,122703
ALHC,Alignment Healthcare Inc.,NASD,Health Care,Health Care Providers,5.8,mid,10.100,626448
ALKT,Alkami Technology Inc.,NASD,Technology,Software,59.8,sml,15.300,340641
ALLG,Allego NV,NYSE,Technology,Renewable Energy Equipment,48.4,sml,4.084,12109
ALLO,"Allogene Therapeutics, Inc.",NASD,Health Care,Biotechnology,12.9,sml,6.385,1025239
ALX,"Alexanders, Inc.",NYSE,Real Estate,Retail REITs,46.0,sml,219.210,2538
AMCX,AMC Networks Inc.,NASD,Communication Services,Entertainment,54.7,sml,22.620,399217
AMPH,"Amphastar Pharmaceuticals, Inc.",NASD,Health Care,Pharmaceuticals,77.6,sml,32.210,141874
AMPL,Amplitude Inc.,NASD,Technology,Software,28.3,sml,13.210,249592
AMPS,"Altus Power, Inc.",NYSE,Utilities,Multiutilities,23.8,sml,6.793,509276
AMRN,Amarin Corp. PLC ADS,NASD,Health Care,Pharmaceuticals,95.8,sml,2.080,16436422
AMSF,"AMERISAFE, Inc.",NASD,Financial,Life Insurance,84.1,sml,54.740,36710
AMTB,Amerant Bancorp Inc.,NASD,Financial,Banks,75.2,sml,28.570,13435
AMWD,American Woodmark Corp.,NASD,Industrial,Building Materials,51.5,sml,50.800,199236
AMYT,Amryt Pharma Plc,NASD,Health Care,Pharmaceuticals,98.0,sml,14.610,243928
ANDE,"Andersons, Inc.",NASD,Consumer Staples,Food Products,90.8,sml,45.605,192385
ANF,Abercrombie & Fitch Co.,NYSE,Consumer Discretionary,Apparel Retailers,96.9,sml,29.715,2094569
ANGI,Angie's List Inc.,NASD,Consumer Discretionary,Special Consumer Services,21.0,sml,2.545,246930
AOD,Aberdeen Total Dynamic Dividend Fund,NYSE,,,65.1,sml,8.095,333634
APE,AMC Entertainment Holdings Inc.,NYSE,Consumer Discretionary,Recreational Services,,,2.070,33466760
APOG,"Apogee Enterprises, Inc.",NASD,Industrial,Building Materials,76.1,sml,46.005,55173
APPS,"Digital Turbine, Inc.",NASD,Technology,Software,9.6,sml,10.790,838584
ARCO,Arcos Dorados Holdings Inc.,NYSE,Consumer Discretionary,Restaurants & Bars,74.0,sml,8.220,409844
ARGO,"Argo Group Intl Holdings, Ltd.",NYSE,Financial,Property-Casualty Insurance,89.6,sml,29.145,247630
ARI,"Apollo Commercial Real Estate Finance, Inc.",NYSE,Real Estate,Mortgage REITs,62.8,sml,11.555,352812
ARKO,ARKO Corp.,NASD,Consumer Discretionary,Specialty Retailers,38.9,sml,8.205,108963
AROC,"Archrock, Inc",NYSE,Energy,Oil Equipment & Services,95.9,sml,11.210,1624035
ARQT,Arcutis Biotherapeutics Inc.,NASD,Health Care,Biotechnology,29.7,sml,16.010,261231
ARVN,Arvinas Inc.,NASD,Health Care,Pharmaceuticals,24.8,sml,31.260,270528
ASIX,"AdvanSix, Inc.",NYSE,Materials,Specialty Chemicals,71.3,sml,41.430,52593
ASLE,AerSale Corp.,NASD,Industrial,Aerospace,81.8,sml,19.906,152628
ASTE,"Astec Industries, Inc.",NASD,Industrial,Commercial Vehicles,81.4,sml,45.090,42581
ATEC,Alphatec Holdings Inc.,NASD,Health Care,Medical Equipment,97.6,sml,14.750,529632
ATEN,"A10 Networks, Inc.",NYSE,Technology,Computer Services,64.4,sml,15.285,257683
ATGE,"Adtalem Global Education, Inc.",NYSE,Consumer Discretionary,Special Consumer Services,67.8,sml,39.070,120202
ATRC,AtriCure Inc.,NASD,Health Care,Medical Equipment,9.9,mid,38.700,147138
ATRI,ATRION Corp.,NASD,Health Care,Medical Equipment,39.8,sml,594.145,3010
ATSG,Air Transport Services Group Inc.,NASD,Industrial,Delivery Services,18.3,sml,20.840,780453
ATUS,"Altice USA, Inc.",NYSE,Technology,Telecom Equipment,0.6,mid,3.995,8872520
AUPH,Aurinia Pharmaceuticals Inc.,NASD,Health Care,Biotechnology,84.9,sml,9.000,4683724
AUR,"Aurora Innovation, Inc.",NASD,,,19.8,sml,1.545,897076
AVAL,Grupo Aval Acciones y Valores SA,NYSE,Financial,Banks,26.5,sml,2.260,112998
AVDX,AvidXchange Holdings Inc.,NASD,Technology,Software,76.5,sml,9.955,2597914
AVID,"Avid Technology, Inc.",NASD,Communication Services,Entertainment,78.3,sml,29.080,150164
AVNS,"Avanos Medical, Inc.",NYSE,Health Care,Medical Supplies,63.3,sml,27.920,107579
AVO,Mission Produce Inc.,NASD,Consumer Staples,Food Products,26.1,sml,11.545,52533
AVPT,AvePoint Inc.,NASD,,,78.5,sml,4.980,123444
AVTA,"Avantax, Inc.",NASD,Communication Services,Internet,91.0,sml,28.745,970526
AWF,"AllianceBernstein Global High Income Fund, Inc.",NYSE,,,71.8,sml,10.110,184688
AXL,American Axle & Manufac.,NYSE,Consumer Discretionary,Auto Parts,50.0,sml,8.935,424338
AZZ,"AZZ, Inc.",NYSE,Technology,Electrical Components,53.8,sml,40.870,32941
BAK,Braskem SA,NYSE,Materials,Commodity Chemicals,17.1,sml,7.755,966554
BALY,Bally,NYSE,Consumer Discretionary,Gambling,34.9,sml,19.720,112468
BANC,"Banc of California, Inc.",NYSE,Financial,Banks,70.3,sml,17.605,94715
BATRA,Liberty Braves Class A,NASD,Communication Services,Entertainment,82.2,sml,34.190,34152
BATRK,Liberty Braves Class C,NASD,Communication Services,Entertainment,82.2,sml,33.490,33227
BBAR,Banco Frances Del Rio SA,NYSE,Financial,Banks,97.1,sml,5.120,600992
BBDC,"Barings BDC, Inc.",NYSE,Financial,Asset Managers,50.4,sml,8.660,302708
BBIO,BridgeBio Pharma Inc.,NASD,Health Care,Biotechnology,80.3,sml,11.520,1033264
BBN,BlackRock Taxable Municipal Bond Trust,NYSE,,,49.7,sml,17.324,131423
BBU,Brookfield Business Partners,NYSE,Industrial,Business Support Services,34.0,sml,18.110,16048
BBUC,Brookfield Business Corp.,NYSE,Industrial,Business Support Services,31.8,sml,19.800,24517
BCRX,"BioCryst Pharmaceuticals, Inc.",NASD,Health Care,Biotechnology,2.8,mid,8.820,3017555
BCSF,"Bain Capital Specialty Finance, Inc.",NYSE,Financial,Specialty Finance,51.7,sml,12.950,72297
BCX,BlackRock Resources & Commodities Strategy Trust,NYSE,,,69.2,sml,9.980,236033
BDJ,BlackRock Enhanced Equity Dividend Trust,NYSE,,,71.4,sml,9.030,349429
BDN,Brandywine Realty Trust,NYSE,Real Estate,Industrial & Office REITs,27.3,sml,5.910,1548897
BFS,"Saul Centers, Inc.",NYSE,Real Estate,Retail REITs,39.7,sml,39.200,15357
BGCP,"BGC Partners, Inc.",NASD,Financial,Investment Services,89.9,sml,4.835,3196023
BGS,B&G Foods Inc.,NYSE,Consumer Staples,Food Products,23.2,sml,12.955,1004410
BHE,Benchmark Electronics Inc.,NYSE,Technology,Electrical Components,33.4,sml,23.610,82747
BHLB,"Berkshire Hills Bancorp, Inc.",NYSE,Financial,Banks,66.0,sml,29.400,85565
BHVN,Biohaven Ltd.,NYSE,Health Care,Pharmaceuticals,98.9,sml,15.120,331209
BLDP,"Ballard Power Systems, Inc.",NASD,Technology,Renewable Energy Equipment,27.7,sml,5.695,832752
BLFS,BioLife Solutions Inc.,NASD,Health Care,Medical Equipment,69.8,sml,23.240,133971
BLU,"BELLUS Health, Inc.",NASD,Health Care,Biotechnology,29.1,sml,7.635,212009
BMA,Banco Macro SA,NYSE,Financial,Banks,92.9,sml,20.955,103391
BNRE,Brookfield Reinsurance Ltd.,NYSE,Financial,Reinsurance,31.1,sml,33.510,12489
BORR,Borr Drilling Ltd.,NYSE,Energy,Oil Equipment & Services,97.8,sml,7.195,1061570
BRFS,BRF SA,NYSE,Consumer Staples,Food Products,8.8,sml,1.215,6260566
BRKL,"Brookline Bancorp, Inc.",NASD,Financial,Banks,59.2,sml,12.955,218984
BROS,Dutch Bros Inc.,NYSE,Consumer Discretionary,Restaurants & Bars,33.0,sml,33.070,836033
BRP,BRP Group Inc,NASD,Financial,Insurance Brokers,54.3,sml,28.800,85667
